Vehicle_ID,County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,Electric Utility,Extra Column
1046,King,Bellevue,WA,98008,2022,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
1139,King,Bellevue,WA,98005,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
1232,King,Seattle,WA,98103,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,43,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),
1325,King,Seattle,WA,98112,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,43,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),
1418,King,Seattle,WA,98115,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,46,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),
1511,King,Kirkland,WA,98033,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
1604,King,Bellevue,WA,98006,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
1697,King,Seattle,WA,98103,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,46,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),
1790,King,Kirkland,WA,98033,2021,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
1883,King,Seattle,WA,98112,2023,BMW,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,43,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),
1976,Clark,Ridgefield,WA,98642,2023,HYUNDAI,SANTA FE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,18,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),
2069,King,Seattle,WA,98101,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,43,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),
2162,King,Bellevue,WA,98004,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
2255,King,Redmond,WA,98052,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
2348,Clark,Battle Ground,WA,98604,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,20,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),
2441,King,Bellevue,WA,98004,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
2534,King,Seattle,WA,98144,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,37,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),
2627,King,Renton,WA,98057,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,37,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
2720,King,Seattle,WA,98112,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,43,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),
2813,Kitsap,Poulsbo,WA,98370,2018,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,0,23,PUGET SOUND ENERGY INC,
2906,King,Seattle,WA,98125,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,46,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),
2999,King,Redmond,WA,98052,2023,NISSAN,ARIYA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
23,King,Issaquah,WA,98027,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
116,Yakima,Yakima,WA,98902,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,14,PACIFICORP,
209,King,Bellevue,WA,98004,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
302,King,Bellevue,WA,98004,2024,PORSCHE,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,56,0,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
395,King,Bellevue,WA,98004,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
488,King,Seattle,WA,98125,2019,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22,0,46,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),
581,Snohomish,Lake Stevens,WA,98258,2024,SUBARU,SOLTERRA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,44,PUGET SOUND ENERGY INC,
674,King,Tukwila,WA,98188,2024,DODGE,HORNET,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,11,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
767,King,Kirkland,WA,98033,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
860,King,Seattle,WA,98122,2022,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,43,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),
953,Kitsap,Kingston,WA,98346,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,23,PUGET SOUND ENERGY INC,
3092,King,Seattle,WA,98178,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,37,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),
3185,Clark,Vancouver,WA,98664,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,49,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),
3278,King,Redmond,WA,98052,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
3371,King,Bellevue,WA,98004,2023,MINI,HARDTOP,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
3464,King,Kirkland,WA,98033,2024,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
3557,King,Bellevue,WA,98004,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
3650,King,Seattle,WA,98125,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,46,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),
3743,Kitsap,Kingston,WA,98346,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,23,PUGET SOUND ENERGY INC,
3836,King,Tukwila,WA,98188,2023,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,11,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
3929,King,Tukwila,WA,98188,2023,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,11,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
4022,King,Sammamish,WA,98074,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
4115,Jefferson,Port Townsend,WA,98368,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,24,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,
4208,King,Kirkland,WA,98033,2024,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
4301,King,Lake Forest Park,WA,98155,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,46,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),
4394,King,Seattle,WA,98122,2020,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,37,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),
4487,King,Bellevue,WA,98006,2022,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
4580,King,Tukwila,WA,98188,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,11,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
4673,Snohomish,Mill Creek,WA,98012,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,204,0,44,PUGET SOUND ENERGY INC,
4766,King,Auburn,WA,98002,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,47,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
4859,King,Bothell,WA,98011,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,1,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
4952,King,Bellevue,WA,98004,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
5045,King,Bellevue,WA,98007,2024,MERCEDES-BENZ,EQS-CLASS SUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
5138,King,Tukwila,WA,98188,2023,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,11,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
5231,King,Seattle,WA,98146,2022,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,34,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),
5324,King,Seattle,WA,98112,2023,BMW,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,43,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),
5417,King,Seattle,WA,98109,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,36,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),
5510,Clark,Vancouver,WA,98664,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,49,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),
5603,King,Seatac,WA,98148,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,33,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
5696,King,Seattle,WA,98133,2021,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,32,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),
5789,King,Redmond,WA,98052,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
5882,King,Burien,WA,98146,2019,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,34,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),
5975,King,Kirkland,WA,98034,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
6068,King,Kent,WA,98042,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,47,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
6161,Clark,Vancouver,WA,98684,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,17,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),
6254,King,Kent,WA,98030,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,47,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
6347,King,Renton,WA,98059,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,11,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
6440,Clark,Vancouver,WA,98686,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,17,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),
6533,King,Seattle,WA,98177,2016,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,13,0,36,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),
6626,King,Kent,WA,98031,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,47,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
6719,King,Seattle,WA,98105,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,43,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),
6812,King,Kent,WA,98032,2023,FORD,TRANSIT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,33,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
6905,King,Bothell,WA,98011,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
6998,King,Burien,WA,98148,2023,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,33,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
7091,Cowlitz,Ariel,WA,98603,2024,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,20,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,
7184,King,Redmond,WA,98052,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
7277,King,Seattle,WA,98146,2023,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,34,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),
7370,King,Kirkland,WA,98033,2022,KIA,NIRO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
7463,King,Issaquah,WA,98027,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
7556,King,Renton,WA,98055,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,11,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
7649,King,Tukwila,WA,98188,2023,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,11,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
7742,Cowlitz,Kelso,WA,98626,2023,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,19,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,
7835,King,Sammamish,WA,98075,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,0,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
7928,King,Seattle,WA,98133,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,46,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),
8021,King,Seattle,WA,98115,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,43,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),
8114,King,Kirkland,WA,98033,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
8207,King,Kirkland,WA,98034,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
8300,King,Shoreline,WA,98133,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,32,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),
8393,King,Seattle,WA,98103,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,46,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),
8486,Kitsap,Bainbridge Island,WA,98110,2023,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,23,PUGET SOUND ENERGY INC,
8579,Clark,Vancouver,WA,98685,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,18,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),
8672,King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,11,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
8765,King,Seattle,WA,98119,2022,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,36,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),
8858,King,Seattle,WA,98178,2023,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,0,37,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
8951,King,Bothell,WA,98011,2024,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
9044,King,Redmond,WA,98052,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
9137,King,Seattle,WA,98125,2021,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,46,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),
9230,Clark,Battle Ground,WA,98604,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,18,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),
9323,Kitsap,Bainbridge Island,WA,98110,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,23,PUGET SOUND ENERGY INC,
9416,Clallam,Port Angeles,WA,98363,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,24,BONNEVILLE POWER ADMINISTRATION||CITY OF PORT ANGELES - (WA),
9509,King,Kirkland,WA,98034,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
9602,King,Kirkland,WA,98033,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
9695,King,Sammamish,WA,98075,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
9788,King,Sammamish,WA,98075,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
9881,King,Kent,WA,98031,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,47,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
9974,King,Renton,WA,98059,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,149,0,11,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
10067,King,Seattle,WA,98133,2024,MAZDA,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,46,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),
10160,Cowlitz,Kelso,WA,98626,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,19,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,
10253,King,Kirkland,WA,98033,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
10346,King,Tukwila,WA,98188,2023,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,11,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
10439,King,Shoreline,WA,98155,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,32,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),
10532,King,Renton,WA,98055,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,11,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
10625,King,Seattle,WA,98122,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,43,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),
10718,King,Bellevue,WA,98004,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
10811,King,Seattle,WA,98109,2023,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,36,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),
10904,King,Renton,WA,98059,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,11,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
10997,King,Burien,WA,98146,2022,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,34,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),
11090,Clark,Vancouver,WA,98661,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,49,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),
11183,Kitsap,Port Orchard,WA,98367,2012,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,6,0,26,PUGET SOUND ENERGY INC,
11276,King,Bellevue,WA,98007,2023,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
11369,King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,11,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
11462,King,Seattle,WA,98125,2020,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,20,0,46,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),
11555,King,Kirkland,WA,98033,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
11648,King,Tukwila,WA,98188,2023,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,11,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
11741,King,Redmond,WA,98052,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
11834,King,Kirkland,WA,98033,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),
11927,Yakima,Mabton,WA,98935,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,15,BONNEVILLE POWER ADMINISTRATION||PACIFICORP||BENTON RURAL ELECTRIC ASSN,
